expedient;identificador;descripcio_contracte;data_adj;estat_licitacio;organ_contractacio;CPV;valor_estimat;link;metode_cerca;time_download;downloaded_documents;error_download;comment;downloaded documents
CONTR 2025 0000058728;17981048;1º cbamjohnson & johnson- suministro de tracto sucesivo y precios unitarios, de clavos intramedulares (subgrupo 15.01 del catálogo s.a.s.) con disponibilidad de uso de determinado equipamiento necesario para la utilización del material, con destino a los centros que integran la central provincial de compras de córdoba. (paam 51/24);;Resuelta;Servicio Andaluz de Salud;"33184000;";103531,53;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=768834;CPV: 33184000, Proveïdor: A28218675;25,47;1;;;0
CONTR 2025 0000058703;17981051;1º cbam acuña y fombona- suministro de tracto sucesivo y precios unitarios, de clavos intramedulares (subgrupo 15.01 del catálogo s.a.s.) con disponibilidad de uso de determinado equipamiento necesario para la utilización del material, con destino a los centros que integran la central provincial de compras de córdoba. (paam 51/24);;Resuelta;Servicio Andaluz de Salud;"33184000;";3722,2;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=768832;CPV: 33184000;25,94;1;;;0
CONTR 2023/615700;17981150;cbam c.m.m., s.l.acuerdo marco con una unica empresa para el suministro, de tracto sucesivo y precios unitarios de material específico de columna (subgrupo 15.15 del catalogo sas) para el hospital universitario reina sofía, perteneciente a la central provincial de compras de cordoba. (paam 46/22);;Resuelta;Servicio Andaluz de Salud;"33184000;";13560,0;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=569713;CPV: 33184000;21,58;1;;;0
LICT/99/139/2024/0199;17986516;"Contratación del suministro de osteosíntesis de clavícula, suturas y cera para huesos para los Hospitales de FREMAP, Mutua Colaboradora con la Seguridad Social nº 61.
";28/11/2025 0:00;Adjudicada;Director Gerente de FREMAP;"33184100;33141121;";1333926,35;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Ws%2Fd3tEPTVCzz8fXU2i3eQ%3D%3D;CPV prefix 33:  | Keywords: osteosintesis;21,97;2;;Cap document extret d'enllaços interiors;0
CONTR 2025 0000214848;17989571;córdoba 1º cbam cardiva 2 - material especifico de columna: instrumentación posterior para cirugia de escoliosis idiopática y neuromuscular (familias 15.15.06 del catálogo sas), para el hospital universitario reina sofía, perteneciente a la central provincial de compras de cordoba.(paam 29/24);;Resuelta;Servicio Andaluz de Salud;"33184000;";216003,78;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=786043;CPV: 33184000;24,48;1;;;0
CONTR 2025 0000212678;17989573;cordoba 1er cbam johnson&johnson am 4008/2022 (1275/2022) para el acuerdo marco con varias empresas por el que se fijan las condiciones para el suministro de suturas mecánicas con destino a los centros sanitarios del servicio andaluz de salud;;Resuelta;Servicio Andaluz de Salud;"33141100;";211256,97;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=785898;Proveïdor: A28218675;31,9;1;;;0
CONTR 2024 0000073598-03;18028189;cca +6.6yz9ab1 cbam 37/2022 johnson & johnson/03 acuerdo marco con varias empresas por el que se fijan las condiciones para el suministro de suturas manuales con destino a los centros sanitarios del servicio andaluz de salud;;Resuelta;Servicio Andaluz de Salud;"33141121;";14545,45;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=835008;Proveïdor: A28218675;22,01;1;;;0
CSI2025076;18036986;Subministrament d'implants d'osteosintesi periprotèsica de fèmur proximal i instrumental auxiliar associat pels centres del consorci sanitari integral;03/11/2025 15:42;Resuelta;Consorci Sanitari Integral;"33184100;";61120,0;https://contractaciopublica.cat/ca/detall-publicacio/91da2283-79d3-449a-b11c-7ef382f677d5/300609964;CPV prefix 33:  | Keywords: osteosintesi, Proveïdor: A28218675;30,37;2;;"Sense secció ""Exec""";2
2025/A/SUM/0123;18041470;Suministro y personalización de prótesis externas, material ortoprotésico y ayudas técnicas para el hospital de MAZ M.C.S.S. nº11;;Pendiente de adjudicación;Gerencia de MAZ Mútua de Accidentes de Trabajo y Enfermedades Profesionales de la Seguridad Social nº 11;"33196200;33184000;33183200;33193000;";7481409,65;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=0uiFjXCnr9qcCF8sV%2BqtYA%3D%3D;CPV: 33184000;22,72;3;;;0
037-2025-0117;18041535;Contratación del suministro de implantes quirurgicos (material de artroscopia de rodilla y osteosíntesis para miembro inferior y miembro superior) para el área de control hospitalario de Mutua Universal en Madrid;;Pendiente de adjudicación;Mutua Universal Mugenat, Mutua Colaboradora con la Seguridad Social nº 10;"33184100;";899200,0;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=LzMDh1YwJ4l70UvEyYJSGw%3D%3D;CPV prefix 33:  | Keywords: osteosintesis;4,79;1;;;0
CONTR 2024 0000367707-3;18044533;"cca +6.634fe6t. cbam 1023/2021/03 johnson & johnson. adjudicación de contrato basado en el acuerdo marco con varias empresas por el que se fijan las condiciones para el_x000D_
suministro de material específico de quirófano: hemostáticos y de adhesivos_x000D_
tisulares para los centros sanitarios del servicio andaluz de salud.";;Resuelta;Servicio Andaluz de Salud;"33141000;33141100;";415648,3;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=793868;Proveïdor: A28218675;39,9;1;;;0
CONTR 2025 0000214107;18059026;"cca +6.6v75slt. cbam 1275/2022 johnson & johnson/01. adjudicación de contrato basado en el acuerdo marco con varias empresas por el que se fijan las condiciones para el_x000D_
suministro de suturas mecánicas con destino a los centros sanitarios del servicio andaluz de salud.";;Resuelta;Servicio Andaluz de Salud;"33141100;";354542,15;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=793522;Proveïdor: A28218675;24,75;1;;;0
CONTR 2024 0000073598-02;18076729;"cca +6.6yz9ab1. cbam 37/2022 johnson & johnson/02.acuerdo marco con varias empresas por el que se fijan las condiciones para el suministro de suturas manuales con destino _x000D_
a los centros sanitarios del servicio andaluz de salud.";;Resuelta;Servicio Andaluz de Salud;"33141121;";136363,64;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=783965;Proveïdor: A28218675;33,49;1;;;0
CONTR 2025 0000305915-1;18076730;1º PRORROGA 1º CBAM PAAM 24/24 JOHNSON & JOHNSON S.A. Material específico de quirófano (selladores de vasos y otro material de las familias del catálogo SAS 01.13.01, 01.11.06), con disponibilidad de uso de determinado equipamiento necesario para la utilización del material con destino a los Centros que integran la Central Provincial de Compras de CórdobA;;Resuelta;Servicio Andaluz de Salud;"33141000;";13335,84;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=841683;Proveïdor: A28218675;25,61;1;;;0
CONTR 2022 0000874557-3;18085908;"cordoba 3er cbam johnson paam 16/21 para _x000D_
suministro, de tracto sucesivo y precios unitarios, de prótesis mamarias (subgrupo su. pc. sani. 04.12 y 15.10 del catálogo sas), con destino a los centros que integran la plataforma de logística sanitaria de córdoba.";;Resuelta;Servicio Andaluz de Salud;"33184100;";51481,82;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=786039;Proveïdor: A28218675;20,48;1;;;0
CONTR 2022 0000874557-4;18085911;"4º cbam johnson & johnson, s.a. _x000D_
suministro, de tracto sucesivo y precios unitarios, de prótesis mamarias (subgrupo su. pc. sani. 04.12 y 15.10 del catálogo sas), con destino a los centros que integran la plataforma de logística sanitaria de córdoba. (paam 16/21)";;Resuelta;Servicio Andaluz de Salud;"33184100;";51481,82;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=846193;Proveïdor: A28218675;23,46;1;;;0
PNSP 6/2025 HUP;18086045;Arrays para Farmacogenética, Reactivos para Análisis de Variaciones en el número de copias y material fungible necesario para ambas determinaciones con el equipo sistema Quantstudio™ 12k Flex Real-Time Pcr con Placas Openarray® y sistema de carga totalmente automatizado Accufill™;;Resuelta;Hospital Universitario de La Princesa;"33696500;";137204,42;https://contratos-publicos.comunidad.madrid/contrato-publico/arrays-farmacogenetica-reactivos-analisis-variaciones-numero-copias-material-0;CPV prefix 33:  | Keywords: placas;26,93;7;;;0
CONTR 2025 0000620747;18100436;huj (2025)_cc_am_cbam_963/2023 _johnson & johnson, s.a.suministro de material sanitario fungible de electrofisiología con destino a los centros sanitarios del servicio andaluz de salud;;Resuelta;Servicio Andaluz de Salud;"33141000;";805000,0;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=841736;Proveïdor: A28218675;26,6;1;;;0
CS/AH01/1101444856/26/AMUP;18111597;Subministrament de megapròtesis tumorals amb frontissa rotatòria amb sistema antiluxació per a l’Hospital Universitari Vall d’Hebron.;;Pendiente de adjudicación;Institut Català de la Salut (ICS);"33184000;";965670,68;https://contractaciopublica.cat/ca/detall-publicacio/09b6cfda-4231-4e2d-ab99-ed37a7312c05/300624430;CPV: 33184000;22,88;0;"Sense seccions ""Adjudica"" o ""Formali"" o ""Exec""; No s'han trobat documents a descarregar";;0
CONTR 2025 0000620545;18122100;1º cbam johnson & johnson, am 963/2023 almeria;;Resuelta;Servicio Andaluz de Salud;"33141000;";282900,0;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=846202;Proveïdor: A28218675;32,61;1;;;0
CONTR 2025 620396;18138180;cbam 1 963/2023 johnson & johnson, am con varias empresas por el que se fijan las condiciones para el suministro de material sanitario fungible de electrofisiología cardiada con destino a los centros sanitarios del servicio andaluz de salud (cádiz);;Resuelta;Servicio Andaluz de Salud;"33141000;";3146277,72;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=846166;Proveïdor: A28218675;31,18;1;;;0
2025-61;18147444;"Subministrament dels lots 2, 3 i 12, relatiu a diferents tipus de tròcars, de l’Acord marc pel subministrament de material per a laparoscòpia per a l’Hospital Clínic de Barcelona.
Contractació basada d’Acord marc amb diverses empreses relatiu al “subministrament de material per a laparoscòpia per a l’Hospital Clínic de Barcelona” (Exp.: 2024/72)";04/11/2025 15:44;Adjudicada;Consorci Hospital Clínic de Barcelona (HCB);"33140000;";546156,0;https://contractaciopublica.cat/ca/detall-publicacio/597548f0-1a25-4247-99d3-3dcdd0727075/300607338;Proveïdor: A28218675;30,62;2;"Sense seccions ""Formali"" o ""Exec""";;0
2020016131;18169103;suministro de aplicadores radiactivos de Rutenio (Ru-106), así como el retorno de placas para tratamiento de braquiterapia oftálmica con destino el Servicio de Radioterapia en el Hospital Clínico Universitario de Valladolid;14/10/2025 0:00;Resuelta;Gerencia de Atención Especializada Hospital Clínico Univ. de Valladolid;"33151400;";79636,0;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=1KcGexsXi4eP66GS%2BONYvQ%3D%3D;CPV prefix 33:  | Keywords: placas;45,76;5;;;0
PIC2026_32616;18169193;Contratación del suministro de material de osteosíntesis para el HOSPITAL FRATERNIDAD-MUPRESPA HABANA.;;Pendiente de adjudicación;Gerencia de Fraternidad Muprespa - Mútua Colaboradora con la Seguridad Social nº 275;"33183300;33184100;";3206200,0;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=xOVms6MjLGXE6P%2FuLemXRw%3D%3D;CPV prefix 33:  | Keywords: osteosintesis, CPV: 33183300;10,24;2;;;0
CS/9999/1101176886/25/EXCL;18180688;Adquisición, instalación y puesta en marcha de un exoesqueleto pediátrico para el Servicio de Medicina Física y Rehabilitación del Hospital Clínico Universitario Virgen de la Arrixaca en el marco del Plan de Recuperación, Transformación y Resiliencia financiado por la Unión Europea (NEXTGENERATION-EU) en colaboración con el Ministerio de Sanidad;19/10/2025 0:00;Resuelta;Servicio Murciano de Salud - Gerencia;"33184000;";247000,0;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Dgg5fM1x4ZweC9GJQOEBkQ%3D%3D;CPV: 33184000;21,18;1;;;0
CONTR 2025 0000620492;18191851;huelva cbam 963/2023 suministro material sanitario fungible de electrofisiologia cardiacajohnson & johnson cca: +6.c32qc9z;;Resuelta;Servicio Andaluz de Salud;"33100000;";231750,0;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=846262;Proveïdor: A28218675;19,16;1;;;0
SAS_Z3_2026_PA_047;18210766;Cápsulas endoscópicas para visualización del intestino delgado;;En plazo;Gerencia Sector Sanitario de Zaragoza 3;"33184000;";660150,0;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=QSvbEFknUgn%2B3JAijKO%2Bkg%3D%3D;CPV: 33184000;1,03;0;;No documents amb keywords;0
CSC M 25/02;18224453;Acord Marc del Subministrament de Material d'OSTEOSINTESI;;En plazo;Consorci de Salut i d'Atenció Social de Catalunya;"33183300;";33357604,46;https://contractaciopublica.cat/ca/detall-publicacio/59798934-b3e0-48f9-ba2e-3f02753b5a8f/300622398;CPV prefix 33:  | Keywords: osteosintesi, CPV: 33183300;25,81;0;;No s'han trobat documents a descarregar;0
SAS_Z3_2025_PNSP_075;18320057;Suministro de material consumible para cirugía laparoscópica para su utilización con torre de laparoscopia en cesión de uso por la empresa Johnson&Johnson, S.A.;04/11/2025 0:00;Resuelta;Gerencia Sector Sanitario de Zaragoza 3;"33000000;";187365,41;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=a%2BlC6hHudiiTylGzYmBF9Q%3D%3D;Proveïdor: A28218675;76,0;1;;;0
CONTR 2025 0000292393-1;18324558;1ª prorroga 1º cbam- johnson & johnson, s.a. acuerdo marco con una unica empresa para el suministro, de tracto sucesivo y precios unitarios, de instrumentos de sutura y carga (subgrupo 01.13 del catálogo s.a.s.), con destino a los centros que integran la central provincial de compras de córdoba. (paam 27/24);;Resuelta;Servicio Andaluz de Salud;"33140000;33141000;";22361,34;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=834017;Proveïdor: A28218675;24,71;1;;;0
CONTR 2025 0000292393;18324579;cbam- johnson & johnson, s.a. acuerdo marco con una unica empresa para el suministro, de tracto sucesivo y precios unitarios, de instrumentos de sutura y carga (subgrupo 01.13 del catálogo s.a.s.), con destino a los centros que integran la central provincial de compras de córdoba. (paam 27/24);;Resuelta;Servicio Andaluz de Salud;"33140000;33141000;";22361,34;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=799569;Proveïdor: A28218675;22,37;1;;;0
